4.411370131063852895e+00,-3.701566894437311461e-01,-2.266420985668338162e-02,4.939769665978519519e-01,1.219399108950196542e-01,-6.294461924330536640e-01,-1.019709470177629029e+00,-6.245321054325785326e-01,8.365722027884148204e-02,1.242467230467741157e-01,-6.959168818190464290e-02,2.550145450502990796e-01,4.817669074243058347e-01
5.166266760893391208e+00,-5.521314115152158308e-01,-1.988304340201829667e-01,5.833237358186500465e-01,-2.046692279977735396e-01,-2.852539996385856647e-01,-1.412625453597761593e+00,-7.730810167397631494e-01,4.416524036937793385e-01,-1.517924921649973502e-01,-7.683628744556680878e-02,1.925794625775220092e-01,1.177198537614025931e-01
5.266992516504618749e+00,-6.466690233188163717e-01,-4.011414912423294510e-03,6.127394783050519322e-01,-2.516668548733620447e-01,-3.850410605987570900e-01,-1.171081054996359283e+00,-9.622539558952758476e-01,4.665354687186505922e-01,-7.276712305095031641e-02,-1.593720691078756024e-01,9.308008365985398491e-02,2.542043153606264871e-01
5.244493401351237871e+00,-7.977192152540639736e-01,-1.056665223047965618e-01,7.316728878352489751e-01,-3.911688904541481548e-01,-5.683534079881591428e-01,-1.130101893917900391e+00,-1.047386010939242329e+00,4.627214980371644470e-01,-3.755634697347208784e-01,-2.917263877159849139e-01,1.646970786488686223e-01,2.953882594882811796e-01
5.221467975864875655e+00,-6.250979572128754214e-01,-3.580770513921649467e-02,7.128727039274149746e-01,-3.647947178585118078e-01,-4.943017923013410808e-01,-1.144108423590697976e+00,-8.627005644245657745e-01,6.882431592900650763e-01,-6.289577702028330553e-01,-9.449274275806285317e-02,2.335766400738279458e-01,4.239736305550677598e-01
4.929801838737243536e+00,-8.405350340875632487e-01,3.898338059180477266e-01,5.791892780685774511e-01,-4.924763155149745053e-01,-6.384055752362127745e-01,-1.204253891609196048e+00,-7.708980315227151880e-01,7.166301977600180173e-01,-7.782453213608089282e-01,-2.901918202381581491e-02,6.045173834356964981e-02,4.456934209616579823e-01
4.597153961860721338e+00,-7.483832399123993007e-01,5.648529313600896273e-01,4.102954732453052422e-01,-5.732604582752616196e-01,-6.785963392661773508e-01,-9.897004694137359060e-01,-6.198814137068877628e-01,8.194349062069069545e-01,-7.504131766483495003e-01,-6.396892183188895853e-02,2.188685748194553193e-01,4.478244190364226718e-01
4.495751818262242239e+00,-1.087953865881104543e+00,7.361371578967335072e-01,1.472244932772630577e-01,-7.792912553414304000e-01,-4.370105133496848815e-01,-1.218278517649291404e+00,-5.598363044936416344e-01,8.036538688678952491e-01,-7.255101110914771168e-01,-1.139812024042785588e-02,5.026456202614115742e-02,6.947411026494110242e-01
4.118044664357976004e+00,-9.549077625450690388e-01,7.944953542534562985e-01,2.775493107076063559e-01,-9.489257927087584310e-01,-1.693215850061666750e-01,-1.341597334752345549e+00,-6.155397990573306943e-01,1.031596538681499142e+00,-7.432483666768772146e-01,1.787001853406200436e-01,-9.737372661262422291e-02,6.730916107086138966e-01
3.853781577189177021e+00,-9.881105189829617608e-01,9.243494202728466114e-01,-3.707942688827370326e-02,-9.442422181677148085e-01,-5.621418140240797001e-02,-1.393265423415612769e+00,-7.013619155913097813e-01,8.645891266974081724e-01,-7.133540296987174179e-01,-9.230801960361634251e-03,-1.080277059287225727e-01,3.658710677775703912e-01
4.042537190017441162e+00,-8.379794068796759809e-01,1.148221370185277923e+00,2.792684189737615341e-02,-8.449615098900973287e-01,2.462210531440445216e-02,-1.552216828739950039e+00,-5.437021726226909379e-01,6.683666302527566661e-01,-6.322572849719518828e-01,7.169816668219020084e-02,-1.933735261096037883e-01,5.182706547326896285e-01
4.127168169275090115e+00,-2.492972911541793124e-01,1.093331725508344565e+00,-1.052746068492003140e-01,-9.614508070595573219e-01,1.835884132631047105e-01,-1.630861828064272157e+00,-4.875288265922561592e-01,5.942578731033733019e-01,-6.251071363527230806e-01,-2.407639454959220604e-02,-3.277754491936073489e-01,8.375741804224672293e-01
3.992446462863472600e+00,-7.654159622417733289e-02,1.204564205893278395e+00,3.796005027394011577e-02,-4.823627138092760891e-01,1.167443530176786037e-01,-1.473923225645268564e+00,-3.569995757723068985e-01,5.885138268859967381e-01,-3.858182888682506473e-01,-2.782909755011470088e-01,-1.690419966511731431e-01,8.641241110839656958e-01
3.414083879113809505e+00,7.799838537991643506e-01,1.114398675012772788e+00,-1.466015725649569834e-01,1.997568644793106252e-01,-3.120592771281027744e-01,-9.718632107036524470e-01,-2.681905292545270214e-01,5.914365666793770515e-01,-4.534739354076511297e-02,-3.704094031415402499e-01,1.692548631664373415e-01,4.267172957377076692e-01
2.343425981012103865e+00,1.579486591444021037e+00,8.949765068023669556e-01,6.893470689422587228e-03,7.440540338088985628e-02,-4.164498270451478801e-01,-6.226192504965331054e-01,-2.655687165807195105e-01,4.229143422353104365e-01,3.263372055382439130e-01,-4.526053384248773792e-01,9.798939445494991851e-02,1.329486273944762154e-01
1.782255721942569870e+00,1.531232071352961466e+00,2.048630157837327825e-01,2.566566825586777956e-01,6.610083261340256033e-01,-3.725576234113336938e-01,-8.231650485451315058e-01,1.842614089751282158e-02,2.616739432170379076e-01,1.351003854726789966e-02,-2.524982862139586448e-01,-7.740321836131586197e-02,4.516341429348795233e-01
1.458609412859754428e+00,1.939369005939631130e+00,6.590256445243234396e-01,2.021167144186482023e-01,7.316289151683978975e-01,-6.144146286552758518e-01,-5.135919556522149376e-01,-5.678691614836983703e-01,1.225962999597822178e-01,1.287458502671606775e-01,-3.505640627967884226e-01,3.845475407549652225e-01,3.866451931857476931e-01
1.511053284688089082e+00,2.359439022425894539e+00,4.564636841987386173e-01,-8.647282158145275233e-02,4.346078049959312128e-01,-4.868094070521422623e-02,-6.136599822860531184e-01,-3.708276546577911614e-01,4.929936220003438563e-01,4.235226689556351731e-01,7.149269386972839646e-02,2.530257893987508666e-01,-2.362235874495122179e-02
1.677797153154927390e+00,2.240933167840577944e+00,1.223348737767344652e-01,-8.290732077681339796e-02,5.629384590715260650e-01,-4.392383048124012257e-01,-5.824880828493543827e-01,-3.170430918741425352e-01,1.379315969451077040e-01,3.142291954200682191e-01,-4.398843444766120658e-02,3.768178198543838953e-01,2.906450863703186061e-01
2.433248805235960877e+00,1.761617848656042984e+00,1.019707398910110197e-01,-4.959751335670403716e-01,2.069134846254025994e-01,4.519628828947919175e-02,-5.277150645119016437e-01,-9.334094438175426500e-01,-8.142475002545002116e-02,3.916822780121372305e-01,6.433032210379996396e-03,7.240120867119614889e-02,2.546295474970066142e-01
3.418236246519319010e+00,1.268465288936998281e+00,5.709793973825842972e-01,-7.544394358383643695e-01,-2.593938352636899758e-01,6.227739084500014677e-01,-6.735712175309147565e-01,-8.939202265466633657e-01,-7.702543756053847890e-02,8.786820881895673896e-02,3.367781715302029522e-01,3.154846553905648054e-01,2.569288575888588610e-01
4.213656965207270844e+00,8.892564001976857035e-01,4.302105955826069916e-01,-9.820742984035873979e-01,-5.260591937693457343e-01,3.276320462909021458e-01,-4.860569087587085502e-01,-8.144371055073229559e-01,-1.520308241142780403e-01,-9.131487018124406774e-02,2.845060767478206909e-01,3.833603593981083080e-01,3.928559847823132056e-01
4.311229375761825189e+00,1.151751704857344460e+00,2.020238372425469109e-01,-1.358161734905637186e+00,-6.546372201761112564e-01,8.422744045843288951e-02,-2.966178472183840231e-01,-5.559468890316369150e-01,1.677937166984176942e-01,-4.484981533744152871e-01,3.323357244437394886e-01,1.507770724082120317e-01,7.112079147381590305e-01
4.993834404403610705e+00,1.212236267938646250e+00,5.298618345985861566e-01,-1.199118221775183901e+00,-6.640263707863705012e-01,1.162970107808645182e-01,-4.269255822278108514e-01,-5.314836400558649032e-01,2.445389796789125825e-01,-3.519399487388522596e-01,-8.914186858298267513e-02,3.378906856901231492e-01,7.742251066650034375e-01
4.691729253840476233e+00,1.315346222006769761e+00,5.462188936102216896e-01,-6.375090180699716225e-01,-7.972193623354002501e-01,-1.973243396771040548e-01,-4.649308797334978927e-01,-4.765048199202324142e-01,5.574078767945739310e-01,-2.486470897564611315e-01,-1.873688710754236597e-01,3.472098400340480895e-01,6.335987376389518033e-01
4.605547080943995120e+00,1.730712983150612505e+00,3.719691536615088445e-01,-6.373900528524523157e-01,-8.617230546609002673e-01,-3.557465672269854995e-01,-1.651295180162117848e-01,-6.269440484433104199e-01,4.384797130514167529e-01,-6.501628721551602763e-02,-1.035160678145744528e-01,-7.481435062300834105e-02,4.528684267025633314e-01
4.893092826721733068e+00,1.738251128929903189e+00,4.561200695431644192e-01,-7.991623376926590971e-01,-1.058804179233508114e+00,-1.146532257387615772e-01,-4.138389226822378753e-01,-3.887039139949417521e-01,4.880769114408420872e-01,4.350526805790830287e-02,-2.104696771855862902e-01,1.866223403340838694e-02,1.656946018583861369e-01
5.069629177154461708e+00,1.662398811617738836e+00,1.581675753804150375e-01,-4.233525150159591632e-01,-1.140603266095347124e+00,-3.179969291319599822e-01,-3.103426982576249493e-01,-2.412292469505668002e-01,4.000912008377651707e-01,-3.188244931221501099e-02,-8.221860928080348963e-02,-1.380684572662812526e-01,2.495528852789905550e-01
5.303946970264060923e+00,1.524087932535918455e+00,-7.403394938159113536e-02,-3.926553375108121635e-01,-1.025403455295903044e+00,-3.615760512442911523e-01,-4.052929012883739190e-01,-3.102548605181665309e-02,4.510334074122757109e-01,-2.269341429295318457e-02,-1.601544187220970139e-01,-2.795104317216202672e-01,2.973853385389232384e-01
5.382662549230248672e+00,1.583831168317528792e+00,-3.968530004093175911e-01,-6.982922135250670959e-01,-9.561097145469514835e-01,-1.583683310592483018e-01,-3.922648024237346265e-01,-3.940868724774837517e-03,2.946831176740331015e-01,-1.639029510530721767e-01,-8.544552359776025341e-02,-2.389151478325527433e-01,1.879253629446858698e-01
5.041754976829974311e+00,1.824548119250706701e+00,-2.845353798691050429e-01,-9.805553181589665712e-01,-9.837089356783654814e-01,1.128325110057804004e-02,-8.445091124550163642e-02,-2.926038165415880687e-01,4.154055987180429454e-01,-2.021955988109601643e-01,7.489136459938361412e-02,-1.461716535799475469e-01,3.946935255094801143e-01
4.729153261371594752e+00,1.376355368384171829e+00,-8.811007739345333434e-02,-2.050535527317136619e+00,-3.991373496357271122e-01,3.276344443348775393e-01,-8.939640036345775087e-02,-9.393621856667222492e-02,2.660952599623445103e-02,-3.732507986939495592e-01,5.280443641041167036e-01,5.640510584207627520e-01,4.136984542072927873e-01
4.706185513065054060e+00,6.295782521660382436e-01,-1.985089075308645867e-01,-2.364307546211726230e+00,-5.925135748699545957e-01,7.990496018157284830e-01,-2.079917289079369347e-01,-2.181777278798248121e-01,-8.014839422085107135e-02,-4.330104395481189639e-01,8.496783875117527307e-01,1.638848707579512176e-01,2.944360160039369845e-01
4.143234424311116548e+00,2.587229590788733269e-01,-3.282771656603866717e-01,-2.299326569512380125e+00,1.406161814779705033e-02,7.994929468624876190e-01,-1.746152350478702431e-03,-2.529823104942816592e-01,5.750930118360807475e-01,-3.927193747271487401e-01,7.560805095973365253e-01,3.409950396081973256e-02,2.474060780273109605e-01
4.123159235517531940e+00,-2.838199954082325505e-01,-1.103084662394286930e-01,-2.432747807896338266e+00,2.592737859388343225e-01,5.640641573866989056e-01,2.297040378793495652e-01,-2.909344815253427363e-01,5.697588867902571019e-01,-2.049311943406367242e-01,8.501369712478198393e-01,6.084984895896994317e-02,6.958779514313617742e-02
4.079825528895566933e+00,-9.640526157122701889e-01,-8.610669952482741252e-02,-2.216745790859568466e+00,9.042494446663762453e-02,4.360104095856875972e-01,1.493210443544725763e-01,-3.597889688697079036e-01,4.561499191222289085e-01,-1.757317388583688467e-01,5.851091023239346489e-01,-8.784439732221516195e-02,-2.148640970240698334e-01
3.838838231974204263e+00,-1.008925308977266511e+00,-3.246432822532603346e-01,-2.063636156421517764e+00,3.479961186888940183e-01,6.409219293321861688e-01,4.021010894822691917e-01,-5.573229924638832822e-01,6.598619690281594119e-01,-1.455308393440259973e-01,4.189939623321400353e-01,1.004822259106885607e-02,-1.987639322095982042e-01
3.821031542367780531e+00,-1.114469618477581969e+00,-1.604800541610438280e-01,-2.191860961018449849e+00,3.784302340180463187e-01,4.828764949206159063e-01,4.495238898143456563e-01,-3.858954892261240444e-01,5.338258488971103777e-01,-5.602012265819167336e-02,2.790255333710204289e-01,-3.956075962391392142e-02,-1.840211123990809217e-02
3.808305880590395986e+00,-1.446858014136792825e+00,-2.360146698667375809e-01,-2.018026638627555158e+00,4.376188079394831565e-01,4.216558458883203908e-01,3.685034249217207236e-01,-5.206184814992963483e-01,5.139522306118071704e-01,-9.867107373311534424e-02,4.208666398153548815e-01,-1.773313208221198867e-01,-9.020117611755984477e-02
